epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
94,128247,0.88681,1.35362,0.8464,0.01504,0.6831,0.77231,0.79993,0.84733,0.67105,0.77467,0.79952,0.84552,0.64472,0.54809,0.88343,0.46327,0.01399,0,0.0167796,0.00559318,0.0167796,0.00559318,0.0167796,0.00559318,0.0167796,0.00559318
95,129241,0.88867,1.36022,0.84578,0.01502,0.67456,0.78735,0.79027,0.84756,0.67157,0.78753,0.79048,0.84671,0.64684,0.54775,0.8835,0.46063,0.01398,0,0.0165475,0.00551584,0.0165475,0.00551584,0.0165475,0.00551584,0.0165475,0.00551584
96,130235,0.89113,1.37275,0.84808,0.01518,0.67631,0.81383,0.78383,0.84823,0.66916,0.81401,0.78404,0.84663,0.64721,0.54691,0.88362,0.46003,0.01396,0,0.0163151,0.00543837,0.0163151,0.00543837,0.0163151,0.00543837,0.0163151,0.00543837
97,131227,0.88363,1.3544,0.83072,0.01496,0.65964,0.8066,0.78729,0.85073,0.67196,0.80678,0.78751,0.84917,0.64876,0.54546,0.88332,0.46198,0.01389,0,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081
98,132218,0.88464,1.35749,0.82919,0.01489,0.66026,0.80275,0.7928,0.85311,0.67547,0.80326,0.79295,0.85221,0.65025,0.54396,0.88328,0.46121,0.01385,0,0.0158495,0.00528318,0.0158495,0.00528318,0.0158495,0.00528318,0.0158495,0.00528318
99,133211,0.88492,1.35761,0.82671,0.01504,0.65896,0.80373,0.79619,0.85206,0.67487,0.80391,0.79641,0.85028,0.65012,0.54452,0.88357,0.46111,0.01387,0,0.0156164,0.00520548,0.0156164,0.00520548,0.0156164,0.00520548,0.0156164,0.00520548
100,134203,0.87945,1.3552,0.82449,0.01495,0.65377,0.79971,0.79977,0.849,0.67326,0.80154,0.79854,0.84734,0.64889,0.54466,0.88371,0.46413,0.01387,0,0.0153833,0.00512775,0.0153833,0.00512775,0.0153833,0.00512775,0.0153833,0.00512775
101,135197,0.87805,1.34703,0.81562,0.01489,0.63668,0.77735,0.80507,0.843,0.66937,0.78121,0.80178,0.84154,0.64539,0.54246,0.88359,0.46856,0.01382,0,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
102,136190,0.87443,1.34767,0.82292,0.01484,0.64334,0.77878,0.80567,0.84457,0.67076,0.78548,0.80032,0.84302,0.65094,0.54312,0.88321,0.4672,0.01384,0,0.0149167,0.00497225,0.0149167,0.00497225,0.0149167,0.00497225,0.0149167,0.00497225
103,137182,0.87372,1.34499,0.80649,0.0147,0.6305,0.78695,0.80369,0.84748,0.67311,0.78756,0.8038,0.84593,0.65008,0.54294,0.88268,0.46691,0.01385,0,0.0146836,0.00489452,0.0146836,0.00489452,0.0146836,0.00489452,0.0146836,0.00489452
104,138176,0.8735,1.33862,0.79946,0.01478,0.62983,0.78629,0.79931,0.84821,0.67142,0.79471,0.79243,0.84721,0.64982,0.5429,0.88219,0.47074,0.01385,0,0.0144505,0.00481682,0.0144505,0.00481682,0.0144505,0.00481682,0.0144505,0.00481682
105,139172,0.87362,1.34513,0.80958,0.01469,0.63571,0.77694,0.80782,0.84824,0.67208,0.7892,0.80135,0.84682,0.65037,0.54244,0.87997,0.46772,0.01383,0,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919
106,140167,0.86535,1.32948,0.79318,0.01452,0.61447,0.78382,0.81462,0.84997,0.67322,0.78501,0.81373,0.84855,0.65147,0.54247,0.88022,0.46778,0.01385,0,0.0139849,0.00466163,0.0139849,0.00466163,0.0139849,0.00466163,0.0139849,0.00466163
107,141160,0.87151,1.33839,0.79816,0.01469,0.61682,0.7791,0.81733,0.84959,0.67374,0.78114,0.81687,0.84838,0.65116,0.54193,0.88038,0.46879,0.01383,0,0.0137525,0.00458416,0.0137525,0.00458416,0.0137525,0.00458416,0.0137525,0.00458416
108,142154,0.86737,1.33541,0.78758,0.01461,0.60826,0.77827,0.82286,0.85002,0.67418,0.77823,0.82177,0.84888,0.65098,0.54219,0.87989,0.46923,0.01383,0,0.0135204,0.00450682,0.0135204,0.00450682,0.0135204,0.00450682,0.0135204,0.00450682
109,143153,0.85945,1.32084,0.7793,0.01452,0.60288,0.77075,0.81524,0.84964,0.67143,0.77145,0.8152,0.84854,0.64988,0.54269,0.8815,0.46853,0.01386,0,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296
110,144144,0.85964,1.33191,0.78558,0.01445,0.5975,0.78231,0.8169,0.85219,0.67597,0.7825,0.81676,0.85107,0.65267,0.54284,0.88167,0.46743,0.01386,0,0.0130576,0.00435254,0.0130576,0.00435254,0.0130576,0.00435254,0.0130576,0.00435254
111,145136,0.8598,1.31732,0.77515,0.0145,0.59374,0.77349,0.822,0.85139,0.67527,0.77403,0.82196,0.85033,0.65133,0.5436,0.8823,0.46721,0.01386,0,0.0128269,0.00427565,0.0128269,0.00427565,0.0128269,0.00427565,0.0128269,0.00427565
112,146133,0.86312,1.32328,0.77739,0.01453,0.59133,0.77499,0.8219,0.85428,0.67745,0.77657,0.81964,0.85298,0.65332,0.54314,0.87714,0.46895,0.01384,0,0.0125969,0.00419895,0.0125969,0.00419895,0.0125969,0.00419895,0.0125969,0.00419895
113,147129,0.85337,1.30998,0.76618,0.01432,0.58437,0.7745,0.81447,0.85512,0.67927,0.77461,0.81384,0.85368,0.65356,0.54292,0.87696,0.46993,0.01383,0,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246
114,148126,0.85487,1.31807,0.76853,0.01439,0.5713,0.77459,0.81433,0.85513,0.67989,0.77513,0.81242,0.85378,0.65487,0.54299,0.87713,0.47044,0.01383,0,0.0121386,0.0040462,0.0121386,0.0040462,0.0121386,0.0040462,0.0121386,0.0040462
115,149120,0.84438,1.30783,0.75628,0.01421,0.57,0.77447,0.81694,0.85777,0.68126,0.77599,0.81596,0.85621,0.65665,0.54343,0.87696,0.4694,0.01384,0,0.0119106,0.00397019,0.0119106,0.00397019,0.0119106,0.00397019,0.0119106,0.00397019
116,150116,0.8528,1.30919,0.75405,0.01436,0.56148,0.78005,0.81276,0.85925,0.68152,0.78008,0.81135,0.85764,0.65706,0.54418,0.87686,0.46901,0.01387,0,0.0116833,0.00389445,0.0116833,0.00389445,0.0116833,0.00389445,0.0116833,0.00389445
117,151112,0.84809,1.31087,0.76261,0.01421,0.57051,0.82253,0.77959,0.85973,0.6817,0.82253,0.77959,0.85818,0.65872,0.54329,0.87701,0.46936,0.01384,0,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899
118,152112,0.84545,1.31256,0.75781,0.01415,0.56191,0.82709,0.77885,0.85993,0.68281,0.82709,0.77885,0.85859,0.65934,0.54195,0.87528,0.47199,0.0138,0,0.0112315,0.00374383,0.0112315,0.00374383,0.0112315,0.00374383,0.0112315,0.00374383
119,153114,0.84383,1.3059,0.74945,0.01408,0.55955,0.83149,0.77848,0.86321,0.68508,0.83149,0.77848,0.86215,0.66229,0.54015,0.87562,0.47212,0.01376,0,0.011007,0.00366899,0.011007,0.00366899,0.011007,0.00366899,0.011007,0.00366899
120,154104,0.83838,1.29605,0.7371,0.01404,0.55074,0.77902,0.81936,0.86416,0.68583,0.83549,0.77782,0.86319,0.66343,0.54013,0.87547,0.47035,0.01375,0,0.0107835,0.0035945,0.0107835,0.0035945,0.0107835,0.0035945,0.0107835,0.0035945
121,155098,0.83985,1.29367,0.73781,0.01406,0.55048,0.82982,0.77815,0.86156,0.68305,0.82837,0.77684,0.85907,0.6613,0.53982,0.87563,0.46899,0.01374,0,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037
122,156093,0.83669,1.29195,0.73865,0.014,0.54631,0.84005,0.77462,0.86172,0.68188,0.8386,0.77331,0.85924,0.66064,0.53934,0.8773,0.46713,0.01375,0,0.0103398,0.00344661,0.0103398,0.00344661,0.0103398,0.00344661,0.0103398,0.00344661
123,157800,0.83038,1.28031,0.7288,0.01381,0.53784,0.8138,0.77913,0.86003,0.68176,0.8138,0.77913,0.8591,0.65934,0.54,0.87788,0.46881,0.01377,0,0.0101197,0.00337325,0.0101197,0.00337325,0.0101197,0.00337325,0.0101197,0.00337325
124,160122,0.82888,1.28445,0.7265,0.0139,0.52946,0.81093,0.78599,0.86138,0.68367,0.81093,0.78599,0.86048,0.66078,0.53993,0.87835,0.47132,0.01377,0,0.0099009,0.0033003,0.0099009,0.0033003,0.0099009,0.0033003,0.0099009,0.0033003
125,161123,0.82746,1.27753,0.72135,0.01381,0.52418,0.81243,0.77428,0.85996,0.67984,0.81243,0.77428,0.85902,0.66046,0.53972,0.87919,0.47183,0.01377,0,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778
126,162122,0.82539,1.28041,0.71996,0.01383,0.51971,0.81311,0.77595,0.85982,0.68035,0.81311,0.77595,0.8589,0.65968,0.54036,0.88006,0.47013,0.01377,0,0.00946715,0.00315572,0.00946715,0.00315572,0.00946715,0.00315572,0.00946715,0.00315572
127,163122,0.82175,1.27315,0.7106,0.01369,0.50808,0.84724,0.7672,0.86208,0.68291,0.84724,0.7672,0.86119,0.66296,0.53871,0.88083,0.47201,0.0137,0,0.00925235,0.00308412,0.00925235,0.00308412,0.00925235,0.00308412,0.00925235,0.00308412
128,164118,0.82178,1.2745,0.71158,0.01364,0.51472,0.84028,0.77163,0.86003,0.68293,0.84028,0.77163,0.85918,0.66407,0.53783,0.88055,0.47862,0.01369,0,0.00903901,0.003013,0.00903901,0.003013,0.00903901,0.003013,0.00903901,0.003013
129,165115,0.81866,1.26929,0.70928,0.01362,0.50609,0.84066,0.77411,0.8604,0.68193,0.84066,0.77411,0.85949,0.66412,0.53813,0.8804,0.47517,0.01369,0,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239
130,166114,0.81607,1.27058,0.70715,0.01359,0.50161,0.84373,0.76943,0.86111,0.68145,0.84373,0.76943,0.86029,0.66342,0.53788,0.88034,0.47787,0.01369,0,0.0086169,0.0028723,0.0086169,0.0028723,0.0086169,0.0028723,0.0086169,0.0028723
131,167109,0.81607,1.26304,0.70553,0.01358,0.5016,0.84485,0.7683,0.86259,0.68217,0.84453,0.76844,0.86194,0.665,0.5386,0.88011,0.47798,0.0137,0,0.00840824,0.00280275,0.00840824,0.00280275,0.00840824,0.00280275,0.00840824,0.00280275
132,168102,0.81255,1.26644,0.69433,0.01356,0.49412,0.84172,0.7671,0.85876,0.68251,0.84172,0.7671,0.85802,0.66382,0.53833,0.8801,0.48054,0.0137,0,0.00820124,0.00273375,0.00820124,0.00273375,0.00820124,0.00273375,0.00820124,0.00273375
133,169096,0.80649,1.25525,0.68984,0.01342,0.49173,0.83994,0.76563,0.86005,0.68444,0.84013,0.76584,0.85949,0.66409,0.5378,0.88044,0.48365,0.01368,0,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532
134,170094,0.80921,1.25697,0.6864,0.0134,0.48573,0.83635,0.76684,0.85623,0.68203,0.83635,0.76684,0.85562,0.66111,0.53652,0.87785,0.48826,0.01361,0,0.00779244,0.00259748,0.00779244,0.00259748,0.00779244,0.00259748,0.00779244,0.00259748
135,171088,0.80574,1.24927,0.68143,0.01337,0.4781,0.8397,0.76589,0.85836,0.68279,0.8397,0.76589,0.85756,0.66266,0.53653,0.87619,0.48781,0.01361,0,0.00759073,0.00253024,0.00759073,0.00253024,0.00759073,0.00253024,0.00759073,0.00253024
136,172081,0.79945,1.24884,0.68337,0.01325,0.48163,0.77518,0.8261,0.86101,0.6831,0.77532,0.82557,0.86018,0.66335,0.53766,0.87718,0.48372,0.01363,0,0.0073909,0.00246363,0.0073909,0.00246363,0.0073909,0.00246363,0.0073909,0.00246363
137,173074,0.80049,1.24486,0.67731,0.01329,0.47069,0.82953,0.77683,0.85912,0.68073,0.82953,0.77683,0.85829,0.66225,0.53752,0.87618,0.48335,0.01363,0,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766
138,174066,0.80028,1.24687,0.67513,0.01326,0.47477,0.8308,0.78213,0.8598,0.68377,0.8308,0.78213,0.85896,0.66276,0.53837,0.87706,0.4822,0.01365,0,0.00699701,0.00233234,0.00699701,0.00233234,0.00699701,0.00233234,0.00699701,0.00233234
139,175059,0.79477,1.23224,0.66569,0.01319,0.46089,0.82097,0.78504,0.86019,0.68471,0.82116,0.78525,0.85932,0.6626,0.53727,0.87754,0.4876,0.01362,0,0.00680306,0.00226769,0.00680306,0.00226769,0.00680306,0.00226769,0.00680306,0.00226769
140,176052,0.79067,1.23312,0.66183,0.01307,0.45909,0.82833,0.78228,0.85989,0.68492,0.82852,0.78249,0.85904,0.66296,0.53764,0.87758,0.48856,0.01363,0,0.00661117,0.00220372,0.00661117,0.00220372,0.00661117,0.00220372,0.00661117,0.00220372
141,177053,0.78565,1.2273,0.66465,0.01297,0.45498,0.78952,0.81692,0.86126,0.68584,0.78872,0.81552,0.86034,0.66687,0.53784,0.87528,0.49376,0.01363,0,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046
142,178054,0.79029,1.23297,0.66882,0.01308,0.45734,0.83282,0.77911,0.86117,0.68701,0.833,0.77933,0.8603,0.667,0.53786,0.87564,0.49192,0.01362,0,0.00623376,0.00207792,0.00623376,0.00207792,0.00623376,0.00207792,0.00623376,0.00207792
143,179049,0.78376,1.21843,0.6535,0.01298,0.44321,0.82915,0.77904,0.86103,0.68831,0.82934,0.77925,0.86016,0.66783,0.53806,0.87615,0.49145,0.01363,0,0.00604833,0.00201611,0.00604833,0.00201611,0.00604833,0.00201611,0.00604833,0.00201611
144,181359,0.7844,1.22035,0.65804,0.01303,0.44425,0.77848,0.82366,0.86193,0.6872,0.77745,0.82256,0.86108,0.66676,0.53808,0.87686,0.48903,0.01364,0,0.00586515,0.00195505,0.00586515,0.00195505,0.00586515,0.00195505,0.00586515,0.00195505
145,182355,0.78662,1.21719,0.6562,0.01303,0.43449,0.82604,0.77026,0.85895,0.68568,0.82643,0.77035,0.85811,0.66732,0.53778,0.877,0.49185,0.01363,0,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475
146,183351,0.78297,1.21069,0.64686,0.01295,0.43459,0.83158,0.76932,0.866,0.69279,0.83177,0.76953,0.86521,0.67506,0.53891,0.87765,0.49184,0.01365,0,0.0055057,0.00183523,0.0055057,0.00183523,0.0055057,0.00183523,0.0055057,0.00183523
147,184347,0.77429,1.21157,0.64192,0.01273,0.43076,0.8281,0.76768,0.86098,0.68907,0.82828,0.76789,0.86023,0.67093,0.53856,0.87799,0.49307,0.01365,0,0.00532952,0.00177651,0.00532952,0.00177651,0.00532952,0.00177651,0.00532952,0.00177651
148,185345,0.77603,1.21265,0.63516,0.01279,0.42852,0.81466,0.77685,0.86077,0.69022,0.81484,0.77706,0.86006,0.67016,0.53781,0.87836,0.4948,0.01362,0,0.00515576,0.00171859,0.00515576,0.00171859,0.00515576,0.00171859,0.00515576,0.00171859
149,186342,0.7698,1.20656,0.63296,0.01268,0.42395,0.82902,0.76865,0.86102,0.69163,0.8292,0.76887,0.86028,0.66967,0.53811,0.87905,0.49572,0.01364,0,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149
150,187341,0.76532,1.20123,0.63297,0.01254,0.41966,0.79775,0.78637,0.8573,0.69119,0.79794,0.78658,0.85664,0.67083,0.53685,0.87978,0.49716,0.0136,0,0.00481569,0.00160523,0.00481569,0.00160523,0.00481569,0.00160523,0.00481569,0.00160523
151,188340,0.76562,1.20113,0.62574,0.01254,0.41295,0.77734,0.80868,0.86156,0.69423,0.77756,0.80851,0.86087,0.67385,0.53842,0.88004,0.49623,0.01363,0,0.00464946,0.00154982,0.00464946,0.00154982,0.00464946,0.00154982,0.00464946,0.00154982
152,189336,0.76324,1.19489,0.6217,0.01251,0.40996,0.77665,0.80808,0.86175,0.69385,0.78155,0.80757,0.86109,0.67355,0.53829,0.88067,0.49968,0.01363,0,0.00448582,0.00149527,0.00448582,0.00149527,0.00448582,0.00149527,0.00448582,0.00149527
153,190336,0.76815,1.20679,0.6246,0.0126,0.41784,0.80564,0.78635,0.86295,0.69446,0.80583,0.78656,0.86232,0.67099,0.53835,0.8812,0.49832,0.01363,0,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161
154,191335,0.75887,1.19578,0.61666,0.01243,0.40916,0.79323,0.81452,0.86376,0.697,0.79342,0.81473,0.86308,0.67422,0.53794,0.88179,0.49781,0.01363,0,0.00416648,0.00138883,0.00416648,0.00138883,0.00416648,0.00138883,0.00416648,0.00138883
155,192330,0.75949,1.18931,0.61169,0.01242,0.40058,0.79141,0.80715,0.86121,0.69656,0.79159,0.80737,0.86052,0.67399,0.53701,0.8821,0.50022,0.0136,0,0.00401085,0.00133695,0.00401085,0.00133695,0.00401085,0.00133695,0.00401085,0.00133695
156,193323,0.75007,1.18436,0.61228,0.01227,0.39878,0.79486,0.80457,0.86204,0.69863,0.79505,0.80478,0.86136,0.67483,0.53945,0.88153,0.4983,0.01369,0,0.00385797,0.00128599,0.00385797,0.00128599,0.00385797,0.00128599,0.00385797,0.00128599
157,194315,0.75971,1.19363,0.61402,0.01239,0.39707,0.80116,0.79539,0.86116,0.69993,0.80134,0.7956,0.86049,0.67593,0.54033,0.88222,0.50069,0.01371,0,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596
158,195311,0.75409,1.18524,0.6094,0.01235,0.3907,0.81529,0.78692,0.86273,0.70038,0.81547,0.78713,0.86204,0.67632,0.53864,0.88282,0.5041,0.01365,0,0.00356061,0.00118687,0.00356061,0.00118687,0.00356061,0.00118687,0.00356061,0.00118687
159,196306,0.75242,1.18036,0.60356,0.01232,0.38769,0.81576,0.78469,0.86657,0.70634,0.81594,0.7849,0.86593,0.67903,0.53809,0.88436,0.51001,0.01362,0,0.0034162,0.00113873,0.0034162,0.00113873,0.0034162,0.00113873,0.0034162,0.00113873
160,197301,0.74779,1.17336,0.60047,0.01225,0.38734,0.84793,0.77678,0.86262,0.70295,0.84812,0.77699,0.86206,0.67394,0.53741,0.88463,0.51166,0.01359,0,0.00327468,0.00109156,0.00327468,0.00109156,0.00327468,0.00109156,0.00327468,0.00109156
161,198293,0.74459,1.16122,0.59032,0.01219,0.37724,0.84012,0.77834,0.86074,0.70198,0.8403,0.77855,0.86013,0.67289,0.53907,0.88399,0.51185,0.01367,0,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537
162,199285,0.74262,1.16544,0.59573,0.01216,0.37879,0.83179,0.78029,0.86146,0.70224,0.83198,0.78051,0.86086,0.67248,0.53949,0.88189,0.51231,0.01366,0,0.00300048,0.00100016,0.00300048,0.00100016,0.00300048,0.00100016,0.00300048,0.00100016
163,200276,0.73928,1.16324,0.58817,0.01209,0.37334,0.83574,0.78113,0.86135,0.7009,0.83593,0.78134,0.86074,0.67376,0.53903,0.88265,0.51346,0.01365,0,0.00286785,0.000955951,0.00286785,0.000955951,0.00286785,0.000955951,0.00286785,0.000955951
164,201268,0.73676,1.16141,0.58743,0.01206,0.37237,0.82796,0.78418,0.86405,0.70054,0.82815,0.78439,0.86341,0.67364,0.53828,0.88303,0.51576,0.01362,0,0.00273826,0.000912754,0.00273826,0.000912754,0.00273826,0.000912754,0.00273826,0.000912754
165,202263,0.73101,1.1544,0.57427,0.01189,0.36488,0.83064,0.78405,0.86515,0.703,0.83083,0.78426,0.86446,0.67472,0.53894,0.8836,0.5188,0.01363,0,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577
166,203256,0.7343,1.16187,0.58303,0.01195,0.36571,0.83649,0.78409,0.86409,0.70371,0.83668,0.78431,0.86342,0.67483,0.53813,0.8838,0.52113,0.0136,0,0.00248829,0.000829431,0.00248829,0.000829431,0.00248829,0.000829431,0.00248829,0.000829431
167,204247,0.73448,1.15315,0.58005,0.012,0.36371,0.83799,0.78487,0.86652,0.70804,0.83818,0.78508,0.86586,0.67705,0.53758,0.88443,0.51821,0.01358,0,0.00236798,0.000789327,0.00236798,0.000789327,0.00236798,0.000789327,0.00236798,0.000789327
168,205239,0.73561,1.16041,0.5847,0.01202,0.3668,0.83012,0.7865,0.86651,0.7086,0.83031,0.78672,0.86585,0.67865,0.5382,0.88536,0.51873,0.0136,0,0.00225082,0.000750274,0.00225082,0.000750274,0.00225082,0.000750274,0.00225082,0.000750274
169,206230,0.73109,1.15018,0.57189,0.01194,0.35583,0.83128,0.78658,0.8618,0.70339,0.83147,0.78679,0.86111,0.67477,0.5364,0.88809,0.52416,0.01356,0,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282
170,207223,0.72772,1.15042,0.57576,0.01188,0.35499,0.84413,0.78688,0.86523,0.70897,0.84432,0.78709,0.86457,0.67974,0.53648,0.88911,0.5216,0.01356,0,0.00202608,0.00067536,0.00202608,0.00067536,0.00202608,0.00067536,0.00202608,0.00067536
171,208217,0.72496,1.14963,0.5724,0.01179,0.35211,0.83543,0.78893,0.86692,0.70829,0.83562,0.78914,0.86624,0.67964,0.53713,0.8892,0.5201,0.01357,0,0.00191855,0.000639518,0.00191855,0.000639518,0.00191855,0.000639518,0.00191855,0.000639518
172,209210,0.72502,1.14592,0.56856,0.01171,0.35005,0.83375,0.7885,0.86442,0.70447,0.83394,0.78872,0.86376,0.67562,0.53688,0.89015,0.52293,0.01356,0,0.00181429,0.000604763,0.00181429,0.000604763,0.00181429,0.000604763,0.00181429,0.000604763
173,210203,0.72197,1.14413,0.56635,0.01172,0.34567,0.83733,0.78553,0.86066,0.70408,0.83752,0.78574,0.86003,0.67498,0.53508,0.88872,0.5258,0.01352,0,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106
174,211195,0.72284,1.14166,0.56296,0.01172,0.35223,0.83842,0.78224,0.86131,0.70499,0.83861,0.78245,0.86065,0.6773,0.53401,0.88971,0.52879,0.01349,0,0.00161566,0.000538554,0.00161566,0.000538554,0.00161566,0.000538554,0.00161566,0.000538554
175,212187,0.72251,1.14351,0.56729,0.01177,0.35,0.83743,0.77654,0.8601,0.70338,0.83762,0.77675,0.85945,0.67608,0.53364,0.89082,0.53001,0.01348,0,0.00152134,0.000507115,0.00152134,0.000507115,0.00152134,0.000507115,0.00152134,0.000507115
176,213181,0.7195,1.13933,0.56159,0.01173,0.34732,0.83328,0.78864,0.86175,0.70377,0.83481,0.79016,0.86233,0.67718,0.53391,0.89221,0.53005,0.01348,0,0.00143039,0.000476796,0.00143039,0.000476796,0.00143039,0.000476796,0.00143039,0.000476796
177,214175,0.71604,1.13795,0.56118,0.01165,0.34455,0.83646,0.78179,0.86168,0.70409,0.8381,0.78308,0.86224,0.67946,0.53251,0.89315,0.53129,0.01344,0,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606
178,215164,0.71839,1.13916,0.55913,0.01166,0.34195,0.84278,0.77717,0.85956,0.70305,0.84445,0.77867,0.86014,0.67821,0.53209,0.89422,0.53316,0.01342,0,0.00125866,0.000419552,0.00125866,0.000419552,0.00125866,0.000419552,0.00125866,0.000419552
179,216158,0.71167,1.13127,0.55611,0.01158,0.34514,0.84605,0.7776,0.86101,0.70394,0.84783,0.77903,0.86156,0.67944,0.53166,0.89743,0.53401,0.01342,0,0.00117792,0.00039264,0.00117792,0.00039264,0.00117792,0.00039264,0.00117792,0.00039264
180,217151,0.71259,1.13567,0.55646,0.01153,0.34047,0.8407,0.77846,0.86293,0.70691,0.84228,0.77998,0.86355,0.68159,0.5306,0.89575,0.53593,0.01339,0,0.00110063,0.000366877,0.00110063,0.000366877,0.00110063,0.000366877,0.00110063,0.000366877
181,218145,0.7085,1.131,0.55351,0.01146,0.33642,0.84043,0.78141,0.86414,0.70748,0.842,0.78293,0.86472,0.68274,0.53002,0.89705,0.53539,0.01338,0,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227
182,219137,0.70895,1.13112,0.55495,0.01147,0.33367,0.84353,0.77644,0.86502,0.70932,0.84519,0.77788,0.86564,0.68496,0.52936,0.89837,0.5362,0.01337,0,0.000956474,0.000318825,0.000956474,0.000318825,0.000956474,0.000318825,0.000956474,0.000318825
183,220135,0.71227,1.13762,0.56197,0.01156,0.34036,0.84578,0.78352,0.86579,0.71175,0.84735,0.78504,0.86641,0.68735,0.52962,0.90122,0.53222,0.01337,0,0.000889639,0.000296546,0.000889639,0.000296546,0.000889639,0.000296546,0.000889639,0.000296546
184,221127,0.71043,1.1327,0.55651,0.01151,0.33044,0.8496,0.78194,0.86156,0.70658,0.851,0.78326,0.86231,0.68154,0.52929,0.90228,0.5339,0.01335,0,0.000826322,0.000275441,0.000826322,0.000275441,0.000826322,0.000275441,0.000826322,0.000275441
185,222121,0.70846,1.13425,0.55314,0.01151,0.33325,0.85553,0.78278,0.8611,0.70666,0.85691,0.78409,0.86168,0.68473,0.5287,0.90396,0.53243,0.01333,0,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513
186,223117,0.70613,1.12249,0.54655,0.01141,0.33428,0.85949,0.78087,0.86176,0.70713,0.86088,0.78218,0.86178,0.68413,0.52888,0.90436,0.53222,0.01333,0,0.000710307,0.000236769,0.000710307,0.000236769,0.000710307,0.000236769,0.000710307,0.000236769
187,224110,0.70542,1.12334,0.54091,0.01142,0.32601,0.85533,0.77247,0.85964,0.70621,0.8567,0.77378,0.85956,0.68438,0.52801,0.90379,0.53571,0.01331,0,0.000657636,0.000219212,0.000657636,0.000219212,0.000657636,0.000219212,0.000657636,0.000219212
188,225104,0.70376,1.12498,0.54373,0.01136,0.32888,0.85389,0.78188,0.86126,0.70804,0.85524,0.78319,0.86181,0.6861,0.53016,0.90681,0.52918,0.01335,0,0.000608541,0.000202847,0.000608541,0.000202847,0.000608541,0.000202847,0.000608541,0.000202847
189,226115,0.70523,1.12108,0.54369,0.01144,0.32535,0.9017,0.75092,0.86067,0.7081,0.90327,0.75223,0.86117,0.6868,0.52999,0.90826,0.53066,0.01336,0,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678
190,227135,0.70612,1.12242,0.54404,0.01147,0.32962,0.85848,0.78301,0.86053,0.70796,0.85981,0.78432,0.86114,0.68639,0.52931,0.90773,0.53518,0.01334,0,0.000521127,0.000173709,0.000521127,0.000173709,0.000521127,0.000173709,0.000521127,0.000173709
191,228105,0.48767,0.76014,0.18349,0.01295,0.08098,0.85699,0.78246,0.86054,0.70806,0.85838,0.78377,0.86108,0.68536,0.53049,0.91232,0.52994,0.01335,0,0.000482828,0.000160943,0.000482828,0.000160943,0.000482828,0.000160943,0.000482828,0.000160943
